Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2011-11-25,20911.25,True
1,2,2011-11-25,44259.59,True
1,3,2011-11-25,9317.56,True
1,4,2011-11-25,46564.14,True
1,5,2011-11-25,79340.15,True
1,6,2011-11-25,18629.83,True
1,7,2011-11-25,71151.34,True
1,8,2011-11-25,33243.85,True
1,9,2011-11-25,42228.79,True
1,10,2011-11-25,30877.51,True
1,11,2011-11-25,28315.7,True
1,12,2011-11-25,7816.44,True
1,13,2011-11-25,38625.48,True
1,14,2011-11-25,39773.89,True
1,16,2011-11-25,8400.69,True
1,17,2011-11-25,12329.5,True
1,18,2011-11-25,30543.19,True
1,19,2011-11-25,831.4,True
1,20,2011-11-25,5425.0,True
1,21,2011-11-25,10158.02,True
1,22,2011-11-25,20555.07,True
1,23,2011-11-25,31848.99,True
1,24,2011-11-25,10847.14,True
1,25,2011-11-25,11997.22,True
1,26,2011-11-25,8690.17,True
1,27,2011-11-25,1992.88,True
1,28,2011-11-25,526.29,True
1,29,2011-11-25,5641.46,True
1,30,2011-11-25,3152.56,True
1,31,2011-11-25,1542.03,True
1,32,2011-11-25,8978.16,True
1,33,2011-11-25,10793.97,True
1,34,2011-11-25,14744.09,True
1,35,2011-11-25,3126.99,True
1,36,2011-11-25,1526.35,True
1,37,2011-11-25,2786.48,True
1,38,2011-11-25,57562.29,True
1,40,2011-11-25,53816.93,True
1,41,2011-11-25,3254.07,True
1,42,2011-11-25,7324.21,True
1,44,2011-11-25,7463.46,True
1,46,2011-11-25,19731.84,True
1,48,2011-11-25,3033.0,True
1,49,2011-11-25,7722.64,True
1,52,2011-11-25,3139.23,True
1,54,2011-11-25,24.24,True
1,55,2011-11-25,30868.94,True
1,56,2011-11-25,2003.93,True
1,58,2011-11-25,1780.0,True
1,59,2011-11-25,972.87,True
1,60,2011-11-25,985.6,True
1,67,2011-11-25,6577.25,True
1,71,2011-11-25,5751.48,True
1,72,2011-11-25,203670.47,True
1,74,2011-11-25,20182.75,True
1,77,2011-11-25,1431.0,True
1,79,2011-11-25,33533.15,True
1,80,2011-11-25,17754.36,True
1,81,2011-11-25,31047.79,True
1,82,2011-11-25,21972.8,True
1,83,2011-11-25,3920.55,True
1,85,2011-11-25,3313.06,True
1,87,2011-11-25,48722.58,True
1,90,2011-11-25,107508.68,True
1,91,2011-11-25,59802.65,True
1,92,2011-11-25,186516.35,True
1,93,2011-11-25,87760.1,True
1,94,2011-11-25,66409.13,True
1,95,2011-11-25,112688.97,True
1,96,2011-11-25,45408.45,True
1,97,2011-11-25,30320.41,True
1,98,2011-11-25,19452.26,True
1,99,2011-11-25,2400.0,True
2,1,2011-11-25,25542.74,True
2,2,2011-11-25,64808.41,True
2,3,2011-11-25,12113.22,True
2,4,2011-11-25,60792.11,True
2,5,2011-11-25,102614.71,True
2,6,2011-11-25,21410.28,True
2,7,2011-11-25,125080.78,True
2,8,2011-11-25,56437.28,True
2,9,2011-11-25,54610.62,True
2,10,2011-11-25,41665.58,True
2,11,2011-11-25,26977.29,True
2,12,2011-11-25,6757.66,True
2,13,2011-11-25,45221.05,True
2,14,2011-11-25,63334.0,True
2,16,2011-11-25,9528.26,True
2,17,2011-11-25,23668.23,True
2,18,2011-11-25,50925.45,True
2,19,2011-11-25,4002.66,True
2,20,2011-11-25,9080.75,True
2,21,2011-11-25,12030.12,True
2,22,2011-11-25,26993.34,True
2,23,2011-11-25,37493.36,True
2,24,2011-11-25,14529.15,True
2,25,2011-11-25,17623.65,True
2,26,2011-11-25,15642.36,True
2,27,2011-11-25,2914.17,True
2,28,2011-11-25,825.01,True
2,29,2011-11-25,9434.82,True
2,30,2011-11-25,3785.8,True
2,31,2011-11-25,3363.26,True
2,32,2011-11-25,14477.16,True
2,33,2011-11-25,12888.99,True
2,34,2011-11-25,18976.89,True
2,35,2011-11-25,3793.97,True
2,36,2011-11-25,2785.16,True
2,37,2011-11-25,4881.84,True
2,38,2011-11-25,63560.48,True
2,40,2011-11-25,69479.79,True
2,41,2011-11-25,2988.72,True
2,42,2011-11-25,8821.25,True
2,44,2011-11-25,11621.86,True
2,46,2011-11-25,31715.55,True
2,48,2011-11-25,4928.0,True
2,49,2011-11-25,12264.27,True
2,52,2011-11-25,8584.46,True
2,54,2011-11-25,77.92,True
2,55,2011-11-25,37174.41,True
2,56,2011-11-25,3084.59,True
2,58,2011-11-25,37631.0,True
2,59,2011-11-25,1243.3,True
2,60,2011-11-25,193.6,True
2,67,2011-11-25,8873.13,True
2,71,2011-11-25,6479.77,True
2,72,2011-11-25,263558.03,True
2,74,2011-11-25,26892.11,True
2,77,2011-11-25,1431.0,True
2,79,2011-11-25,31430.7,True
2,80,2011-11-25,23896.69,True
2,81,2011-11-25,32479.38,True
2,82,2011-11-25,28812.86,True
2,83,2011-11-25,3629.55,True
2,85,2011-11-25,2953.88,True
2,87,2011-11-25,31874.88,True
2,90,2011-11-25,131612.61,True
2,91,2011-11-25,77606.71,True
2,92,2011-11-25,238066.17,True
2,93,2011-11-25,88617.19,True
2,94,2011-11-25,75560.87,True
2,95,2011-11-25,138040.18,True
2,96,2011-11-25,41807.06,True
2,97,2011-11-25,36479.75,True
2,98,2011-11-25,20870.45,True
2,99,2011-11-25,2850.0,True
3,1,2011-11-25,6912.38,True
3,2,2011-11-25,14641.28,True
3,3,2011-11-25,4382.01,True
3,4,2011-11-25,9109.1,True
3,5,2011-11-25,44129.09,True
3,6,2011-11-25,7217.97,True
3,7,2011-11-25,35201.16,True
3,8,2011-11-25,7415.18,True
3,9,2011-11-25,14491.56,True
3,10,2011-11-25,11479.36,True
3,11,2011-11-25,9741.27,True
3,12,2011-11-25,1317.31,True
3,13,2011-11-25,9245.41,True
3,14,2011-11-25,14193.66,True
3,16,2011-11-25,3032.54,True
3,17,2011-11-25,4238.72,True
3,18,2011-11-25,12534.3,True
3,19,2011-11-25,401.12,True
3,20,2011-11-25,3546.44,True
3,21,2011-11-25,2071.75,True
3,22,2011-11-25,9137.14,True
3,23,2011-11-25,13560.27,True
3,24,2011-11-25,4600.85,True
3,25,2011-11-25,4344.97,True
3,26,2011-11-25,3959.14,True
3,27,2011-11-25,645.31,True
3,28,2011-11-25,147.1,True
3,29,2011-11-25,2670.91,True
3,30,2011-11-25,1236.23,True
3,31,2011-11-25,597.5,True
3,32,2011-11-25,5020.86,True
3,33,2011-11-25,5686.34,True
3,34,2011-11-25,5795.1,True
3,35,2011-11-25,1212.35,True
3,36,2011-11-25,630.49,True
3,38,2011-11-25,69760.33,True
3,40,2011-11-25,15786.49,True
3,41,2011-11-25,1091.64,True
3,42,2011-11-25,5437.32,True
3,44,2011-11-25,3231.56,True
3,46,2011-11-25,7167.87,True
3,52,2011-11-25,2484.22,True
3,54,2011-11-25,24.88,True
3,55,2011-11-25,21905.0,True
3,56,2011-11-25,811.41,True
3,59,2011-11-25,357.8,True
3,60,2011-11-25,79.2,True
3,67,2011-11-25,2109.72,True
3,71,2011-11-25,2846.27,True
3,72,2011-11-25,93736.77,True
