Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2011-07-29,15922.41,False
1,2,2011-07-29,43191.02,False
1,3,2011-07-29,21331.51,False
1,4,2011-07-29,35555.5,False
1,5,2011-07-29,17406.68,False
1,6,2011-07-29,2839.92,False
1,7,2011-07-29,16061.11,False
1,8,2011-07-29,31981.72,False
1,9,2011-07-29,18244.55,False
1,10,2011-07-29,30521.96,False
1,11,2011-07-29,31884.24,False
1,12,2011-07-29,11641.86,False
1,13,2011-07-29,34910.1,False
1,14,2011-07-29,9918.05,False
1,16,2011-07-29,19681.62,False
1,17,2011-07-29,7500.48,False
1,19,2011-07-29,1327.67,False
1,20,2011-07-29,3953.8,False
1,21,2011-07-29,7825.99,False
1,22,2011-07-29,7517.85,False
1,23,2011-07-29,17790.7,False
1,24,2011-07-29,4437.73,False
1,25,2011-07-29,7299.9,False
1,26,2011-07-29,4289.04,False
1,27,2011-07-29,720.26,False
1,28,2011-07-29,301.2,False
1,29,2011-07-29,2978.08,False
1,30,2011-07-29,2874.22,False
1,31,2011-07-29,3348.93,False
1,32,2011-07-29,5003.96,False
1,33,2011-07-29,4994.13,False
1,34,2011-07-29,9384.05,False
1,35,2011-07-29,1879.13,False
1,36,2011-07-29,718.0,False
1,37,2011-07-29,2856.77,False
1,38,2011-07-29,68425.21,False
1,40,2011-07-29,48943.99,False
1,41,2011-07-29,855.0,False
1,42,2011-07-29,6992.37,False
1,44,2011-07-29,3939.12,False
1,46,2011-07-29,17801.56,False
1,49,2011-07-29,11816.35,False
1,52,2011-07-29,1248.21,False
1,54,2011-07-29,10.0,False
1,55,2011-07-29,9872.47,False
1,56,2011-07-29,1127.04,False
1,58,2011-07-29,4745.0,False
1,59,2011-07-29,194.29,False
1,60,2011-07-29,686.4,False
1,67,2011-07-29,4852.67,False
1,71,2011-07-29,2557.67,False
1,72,2011-07-29,36132.57,False
1,74,2011-07-29,9729.75,False
1,79,2011-07-29,28715.75,False
1,80,2011-07-29,7728.65,False
1,81,2011-07-29,26624.75,False
1,82,2011-07-29,16405.74,False
1,83,2011-07-29,4456.21,False
1,85,2011-07-29,3772.51,False
1,87,2011-07-29,43333.7,False
1,90,2011-07-29,73528.32,False
1,91,2011-07-29,55048.43,False
1,92,2011-07-29,111929.27,False
1,93,2011-07-29,58927.26,False
1,94,2011-07-29,60914.58,False
1,95,2011-07-29,117284.94,False
1,96,2011-07-29,33784.54,False
1,97,2011-07-29,32060.9,False
1,98,2011-07-29,9680.43,False
2,1,2011-07-29,20783.05,False
2,2,2011-07-29,62022.55,False
2,3,2011-07-29,31299.26,False
2,4,2011-07-29,42761.1,False
2,5,2011-07-29,19561.58,False
2,6,2011-07-29,5036.44,False
2,7,2011-07-29,24296.94,False
2,8,2011-07-29,54339.28,False
2,9,2011-07-29,26098.5,False
2,10,2011-07-29,36607.29,False
2,11,2011-07-29,25304.92,False
2,12,2011-07-29,7378.24,False
2,13,2011-07-29,42661.18,False
2,14,2011-07-29,15194.01,False
2,16,2011-07-29,26455.06,False
2,17,2011-07-29,13270.89,False
2,19,2011-07-29,3405.64,False
2,20,2011-07-29,5041.02,False
2,21,2011-07-29,9629.14,False
2,22,2011-07-29,11300.23,False
2,23,2011-07-29,24228.61,False
2,24,2011-07-29,7592.65,False
2,25,2011-07-29,12114.68,False
2,26,2011-07-29,5068.56,False
2,27,2011-07-29,1154.85,False
2,28,2011-07-29,387.34,False
2,29,2011-07-29,5817.4,False
2,30,2011-07-29,4943.56,False
2,31,2011-07-29,4525.51,False
2,32,2011-07-29,9015.3,False
2,33,2011-07-29,6499.0,False
2,34,2011-07-29,16455.95,False
2,35,2011-07-29,3327.76,False
2,36,2011-07-29,1318.0,False
2,37,2011-07-29,4408.59,False
2,38,2011-07-29,72046.85,False
2,40,2011-07-29,66393.65,False
2,41,2011-07-29,978.5,False
2,42,2011-07-29,9136.06,False
2,44,2011-07-29,6008.36,False
2,46,2011-07-29,26358.33,False
2,48,2011-07-29,874.0,False
2,49,2011-07-29,16959.46,False
2,52,2011-07-29,3208.48,False
2,54,2011-07-29,44.8,False
2,55,2011-07-29,8199.81,False
2,56,2011-07-29,1501.8,False
2,58,2011-07-29,19290.0,False
2,59,2011-07-29,356.77,False
2,60,2011-07-29,220.0,False
2,67,2011-07-29,7483.66,False
2,71,2011-07-29,5298.64,False
2,72,2011-07-29,54029.94,False
2,74,2011-07-29,16806.05,False
2,79,2011-07-29,28011.1,False
2,80,2011-07-29,23622.5,False
2,81,2011-07-29,27212.89,False
2,82,2011-07-29,21353.43,False
2,83,2011-07-29,4500.14,False
2,85,2011-07-29,3403.26,False
2,87,2011-07-29,22011.62,False
2,90,2011-07-29,88283.25,False
2,91,2011-07-29,72412.83,False
2,92,2011-07-29,138802.82,False
2,93,2011-07-29,59337.52,False
2,94,2011-07-29,67170.38,False
2,95,2011-07-29,139795.89,False
2,96,2011-07-29,31662.1,False
2,97,2011-07-29,36780.63,False
2,98,2011-07-29,11833.46,False
