Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2012-03-09,21140.07,False
1,2,2012-03-09,48563.69,False
1,3,2012-03-09,11925.71,False
1,4,2012-03-09,38934.77,False
1,5,2012-03-09,25492.21,False
1,6,2012-03-09,4183.3,False
1,7,2012-03-09,17500.24,False
1,8,2012-03-09,36553.82,False
1,9,2012-03-09,28291.68,False
1,10,2012-03-09,34858.03,False
1,11,2012-03-09,23169.16,False
1,12,2012-03-09,11947.03,False
1,13,2012-03-09,40001.72,False
1,14,2012-03-09,16528.29,False
1,16,2012-03-09,32633.81,False
1,17,2012-03-09,11553.98,False
1,18,2012-03-09,1126.04,False
1,19,2012-03-09,1514.62,False
1,20,2012-03-09,7272.2,False
1,21,2012-03-09,7309.95,False
1,22,2012-03-09,11076.38,False
1,23,2012-03-09,21179.12,False
1,24,2012-03-09,5554.83,False
1,25,2012-03-09,13087.32,False
1,26,2012-03-09,7890.21,False
1,27,2012-03-09,1418.25,False
1,28,2012-03-09,657.41,False
1,29,2012-03-09,4735.19,False
1,30,2012-03-09,4133.36,False
1,31,2012-03-09,2070.4,False
1,32,2012-03-09,7889.12,False
1,33,2012-03-09,5546.97,False
1,34,2012-03-09,12781.11,False
1,35,2012-03-09,2268.29,False
1,36,2012-03-09,1106.03,False
1,37,2012-03-09,3202.72,False
1,38,2012-03-09,88138.04,False
1,40,2012-03-09,65110.73,False
1,41,2012-03-09,846.87,False
1,42,2012-03-09,8130.77,False
1,44,2012-03-09,4589.36,False
1,46,2012-03-09,20170.38,False
1,48,2012-03-09,1573.0,False
1,49,2012-03-09,13304.61,False
1,52,2012-03-09,2056.32,False
1,54,2012-03-09,-21.0,False
1,55,2012-03-09,13415.73,False
1,56,2012-03-09,8541.45,False
1,58,2012-03-09,5745.0,False
1,59,2012-03-09,191.13,False
1,60,2012-03-09,1161.0,False
1,67,2012-03-09,5488.12,False
1,71,2012-03-09,4071.75,False
1,72,2012-03-09,48275.27,False
1,74,2012-03-09,13075.77,False
1,79,2012-03-09,39196.18,False
1,80,2012-03-09,19494.95,False
1,81,2012-03-09,31651.93,False
1,82,2012-03-09,19766.69,False
1,83,2012-03-09,8761.59,False
1,85,2012-03-09,2929.95,False
1,87,2012-03-09,59487.05,False
1,90,2012-03-09,90385.98,False
1,91,2012-03-09,71905.65,False
1,92,2012-03-09,151585.49,False
1,93,2012-03-09,79749.8,False
1,94,2012-03-09,62615.0,False
1,95,2012-03-09,125840.82,False
1,96,2012-03-09,31233.17,False
1,97,2012-03-09,38745.38,False
1,98,2012-03-09,13120.2,False
2,1,2012-03-09,26173.93,False
2,2,2012-03-09,66870.9,False
2,3,2012-03-09,12444.21,False
2,4,2012-03-09,45363.57,False
2,5,2012-03-09,28448.89,False
2,6,2012-03-09,5163.51,False
2,7,2012-03-09,27863.43,False
2,8,2012-03-09,59860.21,False
2,9,2012-03-09,35665.88,False
2,10,2012-03-09,41357.48,False
2,11,2012-03-09,18203.78,False
2,12,2012-03-09,7620.7,False
2,13,2012-03-09,44727.74,False
2,14,2012-03-09,21101.45,False
2,16,2012-03-09,30060.91,False
2,17,2012-03-09,14182.77,False
2,18,2012-03-09,1909.03,False
2,19,2012-03-09,4083.85,False
2,20,2012-03-09,6431.1,False
2,21,2012-03-09,9884.76,False
2,22,2012-03-09,15300.79,False
2,23,2012-03-09,26863.95,False
2,24,2012-03-09,6195.81,False
2,25,2012-03-09,15467.27,False
2,26,2012-03-09,10482.88,False
2,27,2012-03-09,2010.0,False
2,28,2012-03-09,712.85,False
2,29,2012-03-09,6831.84,False
2,30,2012-03-09,4601.15,False
2,31,2012-03-09,3654.38,False
2,32,2012-03-09,10818.66,False
2,33,2012-03-09,5788.82,False
2,34,2012-03-09,15614.73,False
2,35,2012-03-09,3852.11,False
2,36,2012-03-09,1762.0,False
2,37,2012-03-09,5269.34,False
2,38,2012-03-09,83282.64,False
2,40,2012-03-09,86048.96,False
2,41,2012-03-09,2111.5,False
2,42,2012-03-09,9839.8,False
2,44,2012-03-09,6637.21,False
2,46,2012-03-09,28722.09,False
2,48,2012-03-09,2494.0,False
2,49,2012-03-09,21443.93,False
2,52,2012-03-09,3622.21,False
2,54,2012-03-09,40.92,False
2,55,2012-03-09,11419.49,False
2,56,2012-03-09,9964.35,False
2,58,2012-03-09,21295.0,False
2,59,2012-03-09,378.62,False
2,60,2012-03-09,270.0,False
2,67,2012-03-09,9642.13,False
2,71,2012-03-09,6491.9,False
2,72,2012-03-09,73552.95,False
2,74,2012-03-09,17024.89,False
2,79,2012-03-09,36408.8,False
2,80,2012-03-09,27260.86,False
2,81,2012-03-09,32233.55,False
2,82,2012-03-09,22110.83,False
2,83,2012-03-09,6942.24,False
2,85,2012-03-09,3039.91,False
2,87,2012-03-09,27969.13,False
2,90,2012-03-09,104804.21,False
2,91,2012-03-09,85651.33,False
2,92,2012-03-09,177087.77,False
2,93,2012-03-09,77109.16,False
2,94,2012-03-09,69037.09,False
2,95,2012-03-09,144071.19,False
2,96,2012-03-09,29697.24,False
2,97,2012-03-09,43445.94,False
2,98,2012-03-09,13831.74,False
3,1,2012-03-09,8192.77,False
3,2,2012-03-09,19256.13,False
3,3,2012-03-09,5038.46,False
3,4,2012-03-09,9217.05,False
3,5,2012-03-09,15005.94,False
3,6,2012-03-09,2124.56,False
3,7,2012-03-09,8396.01,False
3,8,2012-03-09,9669.6,False
3,9,2012-03-09,12197.1,False
3,10,2012-03-09,13813.19,False
3,11,2012-03-09,8525.2,False
3,12,2012-03-09,3287.92,False
3,13,2012-03-09,13131.83,False
3,14,2012-03-09,4702.77,False
3,16,2012-03-09,16058.31,False
3,17,2012-03-09,2845.3,False
3,18,2012-03-09,979.96,False
3,19,2012-03-09,662.43,False
3,20,2012-03-09,2506.35,False
3,21,2012-03-09,1500.13,False
3,22,2012-03-09,5644.85,False
3,23,2012-03-09,13784.38,False
3,24,2012-03-09,3171.78,False
3,25,2012-03-09,5488.64,False
3,26,2012-03-09,3233.97,False
3,27,2012-03-09,615.63,False
3,28,2012-03-09,251.48,False
3,29,2012-03-09,1646.03,False
3,30,2012-03-09,2278.02,False
3,31,2012-03-09,693.04,False
3,32,2012-03-09,3991.08,False
3,33,2012-03-09,3931.64,False
3,34,2012-03-09,5895.3,False
3,35,2012-03-09,1811.68,False
3,36,2012-03-09,72.0,False
3,38,2012-03-09,95766.15,False
3,40,2012-03-09,21631.01,False
3,41,2012-03-09,689.88,False
3,42,2012-03-09,5627.42,False
3,44,2012-03-09,2689.5,False
3,46,2012-03-09,6583.31,False
3,49,2012-03-09,6.91,False
3,52,2012-03-09,946.11,False
3,54,2012-03-09,74.84,False
3,55,2012-03-09,7355.16,False
3,56,2012-03-09,5484.49,False
3,59,2012-03-09,7.47,False
3,60,2012-03-09,189.0,False
3,67,2012-03-09,1239.25,False
3,71,2012-03-09,1646.23,False
3,72,2012-03-09,31614.66,False
3,74,2012-03-09,4316.9,False
3,79,2012-03-09,6864.03,False
3,80,2012-03-09,3.0,False
3,81,2012-03-09,1716.8,False
3,82,2012-03-09,8005.65,False
3,85,2012-03-09,710.76,False
3,87,2012-03-09,1369.13,False
3,90,2012-03-09,1645.14,False
3,91,2012-03-09,209.58,False
3,92,2012-03-09,9703.19,False
3,95,2012-03-09,15954.43,False
3,96,2012-03-09,3280.8,False
3,97,2012-03-09,210.72,False
4,1,2012-03-09,31564.55,False
4,2,2012-03-09,105045.44,False
4,3,2012-03-09,14486.64,False
4,4,2012-03-09,59014.98,False
4,5,2012-03-09,57101.32,False
4,6,2012-03-09,7404.28,False
4,7,2012-03-09,36368.5,False
4,8,2012-03-09,66269.71,False
4,9,2012-03-09,31070.35,False
4,10,2012-03-09,44647.58,False
4,11,2012-03-09,21088.85,False
4,12,2012-03-09,8973.42,False
4,13,2012-03-09,77697.93,False
4,14,2012-03-09,26522.63,False
4,16,2012-03-09,17600.85,False
4,17,2012-03-09,15865.13,False
4,18,2012-03-09,4146.06,False
4,19,2012-03-09,4168.02,False
4,20,2012-03-09,9300.94,False
4,21,2012-03-09,9289.6,False
4,22,2012-03-09,21219.86,False
4,23,2012-03-09,45824.98,False
4,24,2012-03-09,10399.67,False
4,25,2012-03-09,16990.23,False
4,26,2012-03-09,18528.78,False
4,27,2012-03-09,3132.25,False
4,28,2012-03-09,1036.27,False
4,29,2012-03-09,9452.91,False
4,30,2012-03-09,9151.62,False
4,31,2012-03-09,3129.43,False
4,32,2012-03-09,12678.36,False
4,33,2012-03-09,10135.08,False
4,34,2012-03-09,26234.05,False
4,35,2012-03-09,4240.04,False
4,36,2012-03-09,2742.01,False
4,37,2012-03-09,4228.86,False
4,38,2012-03-09,86432.14,False
4,40,2012-03-09,87966.8,False
4,41,2012-03-09,558.0,False
4,42,2012-03-09,13068.86,False
4,44,2012-03-09,4509.78,False
4,46,2012-03-09,44047.05,False
