Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2012-05-04,17147.44,False
1,2,2012-05-04,50501.3,False
1,3,2012-05-04,10655.35,False
1,4,2012-05-04,41897.55,False
1,5,2012-05-04,18953.07,False
1,6,2012-05-04,4658.18,False
1,7,2012-05-04,22956.83,False
1,8,2012-05-04,41589.1,False
1,9,2012-05-04,31552.3,False
1,10,2012-05-04,35800.66,False
1,11,2012-05-04,31670.38,False
1,12,2012-05-04,12338.08,False
1,13,2012-05-04,43561.17,False
1,14,2012-05-04,16193.63,False
1,16,2012-05-04,43970.7,False
1,17,2012-05-04,9064.6,False
1,18,2012-05-04,-1.27,False
1,19,2012-05-04,1155.4,False
1,20,2012-05-04,4647.31,False
1,21,2012-05-04,7873.18,False
1,22,2012-05-04,7884.36,False
1,23,2012-05-04,21973.08,False
1,24,2012-05-04,5753.71,False
1,25,2012-05-04,13530.43,False
1,26,2012-05-04,6788.13,False
1,27,2012-05-04,1033.05,False
1,28,2012-05-04,564.69,False
1,29,2012-05-04,4880.96,False
1,30,2012-05-04,4751.06,False
1,31,2012-05-04,1399.76,False
1,32,2012-05-04,7587.45,False
1,33,2012-05-04,4742.62,False
1,34,2012-05-04,16632.06,False
1,35,2012-05-04,2763.83,False
1,36,2012-05-04,1946.0,False
1,37,2012-05-04,2703.35,False
1,38,2012-05-04,90029.42,False
1,40,2012-05-04,64719.29,False
1,41,2012-05-04,474.6,False
1,42,2012-05-04,8593.85,False
1,44,2012-05-04,5380.5,False
1,46,2012-05-04,21045.33,False
1,48,2012-05-04,1193.0,False
1,49,2012-05-04,11313.7,False
1,52,2012-05-04,2172.26,False
1,55,2012-05-04,9687.39,False
1,56,2012-05-04,8585.95,False
1,58,2012-05-04,2030.0,False
1,59,2012-05-04,107.13,False
1,60,2012-05-04,1098.0,False
1,67,2012-05-04,8462.57,False
1,71,2012-05-04,2800.65,False
1,72,2012-05-04,36683.63,False
1,74,2012-05-04,11735.18,False
1,79,2012-05-04,47342.76,False
1,80,2012-05-04,19124.22,False
1,81,2012-05-04,32261.06,False
1,82,2012-05-04,21563.76,False
1,83,2012-05-04,5247.16,False
1,85,2012-05-04,3643.4,False
1,87,2012-05-04,58802.89,False
1,90,2012-05-04,87274.54,False
1,91,2012-05-04,69524.98,False
1,92,2012-05-04,140937.93,False
1,93,2012-05-04,74929.53,False
1,94,2012-05-04,65730.41,False
1,95,2012-05-04,130920.36,False
1,96,2012-05-04,40750.4,False
1,97,2012-05-04,37558.68,False
1,98,2012-05-04,11625.96,False
1,99,2012-05-04,50.0,False
2,1,2012-05-04,22711.04,False
2,2,2012-05-04,67046.93,False
2,3,2012-05-04,11844.62,False
2,4,2012-05-04,46298.93,False
2,5,2012-05-04,20351.43,False
2,6,2012-05-04,4512.07,False
2,7,2012-05-04,38179.14,False
2,8,2012-05-04,63212.42,False
2,9,2012-05-04,34498.57,False
2,10,2012-05-04,40760.8,False
2,11,2012-05-04,25179.53,False
2,12,2012-05-04,8450.56,False
2,13,2012-05-04,48375.31,False
2,14,2012-05-04,20525.75,False
2,16,2012-05-04,54561.21,False
2,17,2012-05-04,13016.09,False
2,19,2012-05-04,4216.42,False
2,20,2012-05-04,5345.25,False
2,21,2012-05-04,8238.31,False
2,22,2012-05-04,10603.89,False
2,23,2012-05-04,30071.79,False
2,24,2012-05-04,5645.77,False
2,25,2012-05-04,14711.65,False
2,26,2012-05-04,9285.31,False
2,27,2012-05-04,1116.04,False
2,28,2012-05-04,559.27,False
2,29,2012-05-04,6919.72,False
2,30,2012-05-04,5119.1,False
2,31,2012-05-04,2545.62,False
2,32,2012-05-04,11172.15,False
2,33,2012-05-04,6277.88,False
2,34,2012-05-04,19771.33,False
2,35,2012-05-04,4740.21,False
2,36,2012-05-04,2458.0,False
2,37,2012-05-04,4344.55,False
2,38,2012-05-04,80841.58,False
2,40,2012-05-04,86362.58,False
