Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2012-07-27,15731.18,False
1,2,2012-07-27,45008.22,False
1,3,2012-07-27,22716.7,False
1,4,2012-07-27,35197.59,False
1,5,2012-07-27,14105.4,False
1,6,2012-07-27,2545.65,False
1,7,2012-07-27,17171.35,False
1,8,2012-07-27,36981.9,False
1,9,2012-07-27,22921.21,False
1,10,2012-07-27,30594.53,False
1,11,2012-07-27,33443.23,False
1,12,2012-07-27,11109.25,False
1,13,2012-07-27,37423.21,False
1,14,2012-07-27,12706.52,False
1,16,2012-07-27,23838.33,False
1,17,2012-07-27,8435.09,False
1,19,2012-07-27,1016.28,False
1,20,2012-07-27,3810.16,False
1,21,2012-07-27,6371.95,False
1,22,2012-07-27,7170.57,False
1,23,2012-07-27,18105.68,False
1,24,2012-07-27,5974.25,False
1,25,2012-07-27,8528.82,False
1,26,2012-07-27,4350.86,False
1,27,2012-07-27,938.36,False
1,28,2012-07-27,258.1,False
1,29,2012-07-27,3356.82,False
1,30,2012-07-27,2959.0,False
1,31,2012-07-27,3477.27,False
1,32,2012-07-27,6288.58,False
1,33,2012-07-27,7108.36,False
1,34,2012-07-27,9971.74,False
1,35,2012-07-27,2118.15,False
1,36,2012-07-27,1210.0,False
1,37,2012-07-27,2893.65,False
1,38,2012-07-27,70457.7,False
1,40,2012-07-27,53286.98,False
1,41,2012-07-27,497.61,False
1,42,2012-07-27,8525.93,False
1,44,2012-07-27,4533.94,False
1,46,2012-07-27,17318.91,False
1,47,2012-07-27,25.0,False
1,48,2012-07-27,367.0,False
1,49,2012-07-27,9556.8,False
1,52,2012-07-27,1922.93,False
1,54,2012-07-27,30.92,False
1,55,2012-07-27,8744.35,False
1,56,2012-07-27,1725.59,False
1,58,2012-07-27,4450.0,False
1,59,2012-07-27,129.74,False
1,60,2012-07-27,828.0,False
1,67,2012-07-27,5381.8,False
1,71,2012-07-27,3045.61,False
1,72,2012-07-27,34394.82,False
1,74,2012-07-27,12291.51,False
1,79,2012-07-27,29295.12,False
1,80,2012-07-27,18050.22,False
1,81,2012-07-27,28986.06,False
1,82,2012-07-27,20126.49,False
1,83,2012-07-27,4910.05,False
1,85,2012-07-27,3434.69,False
1,87,2012-07-27,49828.59,False
1,90,2012-07-27,81315.0,False
1,91,2012-07-27,57662.6,False
1,92,2012-07-27,123464.47,False
1,93,2012-07-27,63025.1,False
1,94,2012-07-27,59097.29,False
1,95,2012-07-27,121030.79,False
1,96,2012-07-27,33794.79,False
1,97,2012-07-27,31575.8,False
1,98,2012-07-27,10173.51,False
1,99,2012-07-27,0.04,False
2,1,2012-07-27,23025.51,False
2,2,2012-07-27,66605.41,False
2,3,2012-07-27,27903.18,False
2,4,2012-07-27,43538.73,False
2,5,2012-07-27,17403.45,False
2,6,2012-07-27,3425.84,False
2,7,2012-07-27,28162.44,False
2,8,2012-07-27,58155.92,False
2,9,2012-07-27,26517.89,False
2,10,2012-07-27,38330.34,False
2,11,2012-07-27,25901.75,False
2,12,2012-07-27,8692.91,False
2,13,2012-07-27,44651.67,False
2,14,2012-07-27,18600.51,False
2,16,2012-07-27,29470.21,False
2,17,2012-07-27,11696.19,False
2,18,2012-07-27,-3.03,False
2,19,2012-07-27,3261.07,False
2,20,2012-07-27,6021.36,False
2,21,2012-07-27,8001.08,False
2,22,2012-07-27,11423.75,False
2,23,2012-07-27,25824.58,False
2,24,2012-07-27,6570.12,False
2,25,2012-07-27,12090.67,False
2,26,2012-07-27,6048.51,False
2,27,2012-07-27,1025.14,False
2,28,2012-07-27,328.78,False
2,29,2012-07-27,5960.88,False
2,30,2012-07-27,4643.57,False
2,31,2012-07-27,4235.22,False
2,32,2012-07-27,8790.77,False
2,33,2012-07-27,7055.7,False
2,34,2012-07-27,15107.51,False
2,35,2012-07-27,2417.32,False
2,36,2012-07-27,2016.0,False
2,37,2012-07-27,4335.23,False
2,38,2012-07-27,64931.05,False
2,40,2012-07-27,74368.18,False
2,41,2012-07-27,2264.29,False
2,42,2012-07-27,8586.39,False
2,44,2012-07-27,5997.14,False
2,46,2012-07-27,28708.2,False
2,48,2012-07-27,614.0,False
2,49,2012-07-27,16410.43,False
2,52,2012-07-27,2792.25,False
2,54,2012-07-27,30.92,False
2,55,2012-07-27,7763.85,False
2,56,2012-07-27,1148.99,False
2,58,2012-07-27,16764.0,False
2,59,2012-07-27,244.44,False
2,60,2012-07-27,333.0,False
2,67,2012-07-27,8059.27,False
2,71,2012-07-27,4652.83,False
2,72,2012-07-27,56663.19,False
2,74,2012-07-27,14982.53,False
2,78,2012-07-27,6.0,False
2,79,2012-07-27,27759.34,False
2,80,2012-07-27,25071.28,False
2,81,2012-07-27,29985.61,False
2,82,2012-07-27,22765.9,False
2,83,2012-07-27,6123.13,False
2,85,2012-07-27,3083.3,False
2,87,2012-07-27,21132.01,False
2,90,2012-07-27,94910.2,False
2,91,2012-07-27,75838.74,False
2,92,2012-07-27,156687.73,False
2,93,2012-07-27,68046.55,False
2,94,2012-07-27,69258.95,False
2,95,2012-07-27,149195.96,False
2,96,2012-07-27,36229.15,False
2,97,2012-07-27,37594.78,False
2,98,2012-07-27,11684.06,False
2,99,2012-07-27,0.06,False
3,1,2012-07-27,7834.4,False
3,2,2012-07-27,18915.8,False
3,3,2012-07-27,9333.53,False
3,4,2012-07-27,9046.04,False
3,5,2012-07-27,12060.24,False
3,6,2012-07-27,1424.28,False
3,7,2012-07-27,8087.37,False
3,8,2012-07-27,9151.44,False
3,9,2012-07-27,10167.93,False
3,10,2012-07-27,12977.62,False
3,11,2012-07-27,15252.97,False
3,12,2012-07-27,3128.34,False
3,13,2012-07-27,11278.53,False
3,14,2012-07-27,4476.52,False
3,16,2012-07-27,8504.48,False
3,17,2012-07-27,1725.44,False
3,19,2012-07-27,465.38,False
3,20,2012-07-27,1656.43,False
3,21,2012-07-27,1442.25,False
3,22,2012-07-27,3077.06,False
3,23,2012-07-27,13749.91,False
3,24,2012-07-27,3426.84,False
3,25,2012-07-27,4016.21,False
3,26,2012-07-27,1338.44,False
3,27,2012-07-27,455.92,False
3,28,2012-07-27,53.71,False
3,29,2012-07-27,1476.96,False
3,30,2012-07-27,1335.36,False
3,31,2012-07-27,1278.41,False
3,32,2012-07-27,3542.56,False
3,33,2012-07-27,3619.53,False
3,34,2012-07-27,3177.15,False
3,35,2012-07-27,812.22,False
3,36,2012-07-27,112.0,False
3,38,2012-07-27,79851.68,False
3,40,2012-07-27,18150.23,False
3,41,2012-07-27,329.94,False
3,42,2012-07-27,4553.05,False
3,44,2012-07-27,2242.28,False
3,46,2012-07-27,6462.87,False
3,49,2012-07-27,14.85,False
3,52,2012-07-27,693.59,False
3,54,2012-07-27,34.8,False
3,55,2012-07-27,6954.92,False
3,56,2012-07-27,389.12,False
3,59,2012-07-27,7.98,False
3,60,2012-07-27,90.0,False
3,67,2012-07-27,1480.91,False
3,71,2012-07-27,807.57,False
3,72,2012-07-27,22745.81,False
3,74,2012-07-27,2945.34,False
3,79,2012-07-27,6871.31,False
3,81,2012-07-27,1944.71,False
3,82,2012-07-27,7422.34,False
3,85,2012-07-27,574.64,False
3,87,2012-07-27,1187.4,False
3,90,2012-07-27,1813.98,False
3,91,2012-07-27,537.18,False
3,92,2012-07-27,9414.26,False
3,95,2012-07-27,19483.11,False
3,96,2012-07-27,3490.27,False
3,97,2012-07-27,532.49,False
4,1,2012-07-27,28044.01,False
4,2,2012-07-27,98674.89,False
4,3,2012-07-27,46341.14,False
4,4,2012-07-27,55759.21,False
4,5,2012-07-27,30001.91,False
4,6,2012-07-27,6919.68,False
4,7,2012-07-27,42318.94,False
4,8,2012-07-27,59545.08,False
4,9,2012-07-27,40128.06,False
4,10,2012-07-27,44387.97,False
4,11,2012-07-27,25684.16,False
4,12,2012-07-27,8537.53,False
4,13,2012-07-27,68554.5,False
4,14,2012-07-27,25409.66,False
4,16,2012-07-27,25929.17,False
4,17,2012-07-27,15898.11,False
4,19,2012-07-27,1722.23,False
4,20,2012-07-27,9146.28,False
4,21,2012-07-27,7239.77,False
4,22,2012-07-27,17175.57,False
4,23,2012-07-27,48315.88,False
4,24,2012-07-27,13270.66,False
4,25,2012-07-27,13050.51,False
4,26,2012-07-27,12662.21,False
4,27,2012-07-27,2178.76,False
4,28,2012-07-27,601.9,False
4,29,2012-07-27,10084.45,False
4,30,2012-07-27,7594.98,False
4,31,2012-07-27,7564.57,False
4,32,2012-07-27,11520.36,False
4,33,2012-07-27,15108.52,False
4,34,2012-07-27,27234.97,False
4,35,2012-07-27,4065.95,False
4,36,2012-07-27,3597.0,False
4,37,2012-07-27,3490.13,False
4,38,2012-07-27,67954.65,False
4,40,2012-07-27,77360.73,False
4,41,2012-07-27,1328.99,False
4,42,2012-07-27,11798.19,False
4,44,2012-07-27,4412.27,False
4,46,2012-07-27,40599.31,False
4,48,2012-07-27,958.0,False
4,49,2012-07-27,7522.96,False
4,52,2012-07-27,2831.18,False
4,55,2012-07-27,12446.93,False
4,56,2012-07-27,1106.98,False
4,58,2012-07-27,2025.0,False
4,59,2012-07-27,358.46,False
4,60,2012-07-27,405.0,False
4,67,2012-07-27,9513.85,False
4,71,2012-07-27,6550.51,False
4,72,2012-07-27,82771.08,False
4,74,2012-07-27,21651.76,False
4,79,2012-07-27,50747.83,False
4,80,2012-07-27,19716.71,False
4,81,2012-07-27,31608.76,False
4,82,2012-07-27,30240.49,False
4,83,2012-07-27,8446.72,False
4,85,2012-07-27,3124.82,False
4,87,2012-07-27,15432.55,False
4,90,2012-07-27,86187.76,False
4,91,2012-07-27,64381.42,False
4,92,2012-07-27,156710.91,False
4,93,2012-07-27,68519.06,False
4,94,2012-07-27,71546.25,False
4,95,2012-07-27,157244.61,False
4,96,2012-07-27,44863.31,False
4,97,2012-07-27,37683.2,False
4,98,2012-07-27,12804.62,False
4,99,2012-07-27,0.06,False
5,1,2012-07-27,9303.88,False
5,2,2012-07-27,11566.52,False
5,3,2012-07-27,4140.44,False
5,4,2012-07-27,9080.09,False
5,5,2012-07-27,3647.06,False
5,6,2012-07-27,717.21,False
5,7,2012-07-27,5008.12,False
5,8,2012-07-27,13779.86,False
5,9,2012-07-27,6946.86,False
5,10,2012-07-27,10146.25,False
5,11,2012-07-27,7686.05,False
5,12,2012-07-27,2948.58,False
5,13,2012-07-27,11392.96,False
5,14,2012-07-27,2634.67,False
5,16,2012-07-27,8608.84,False
5,17,2012-07-27,2138.61,False
5,20,2012-07-27,645.67,False
5,21,2012-07-27,1118.0,False
5,22,2012-07-27,844.18,False
5,23,2012-07-27,5673.3,False
5,24,2012-07-27,981.63,False
5,25,2012-07-27,2544.09,False
5,26,2012-07-27,1130.27,False
5,27,2012-07-27,269.96,False
5,28,2012-07-27,130.12,False
5,29,2012-07-27,1056.88,False
5,30,2012-07-27,848.44,False
5,31,2012-07-27,882.24,False
5,32,2012-07-27,2047.61,False
5,33,2012-07-27,1620.87,False
5,34,2012-07-27,2707.35,False
5,35,2012-07-27,565.0,False
5,36,2012-07-27,495.0,False
5,38,2012-07-27,63473.63,False
5,40,2012-07-27,19035.75,False
5,41,2012-07-27,455.49,False
5,42,2012-07-27,2786.99,False
5,44,2012-07-27,1329.63,False
5,46,2012-07-27,4330.2,False
5,49,2012-07-27,31.14,False
5,52,2012-07-27,391.08,False
5,55,2012-07-27,2999.88,False
5,56,2012-07-27,30.32,False
5,58,2012-07-27,415.0,False
5,59,2012-07-27,5.27,False
